abbrev,country_name,corp_tax,ed_1,ed_2,ed_3,ed_4,fdi_inward,immigration_pct,patent_pct,r_and_d,private_flow_pct,unemployment_rate,lab_util,gdp_empl,inv_pct,trust_in_gov,compensation_per_hr,fdi_flows,ease_of_doing_biz,ed_spending,wpop_pct,gdp,infl,lab_prod,work_prod
AUS,Australia,0.5948760351130231,0.016578749058025616,0.43201607501674477,0.29676724137931043,0.5124555160142348,0.8790806309905913,0.08887459535299438,0.10098067487272902,0.2977856017505365,0.0,0.18867596093897154,0.5811208850415237,0.4051355984981844,0.5332077682787603,0.3838276778402043,0.3302572072978092,0.7959912806282924,0.6868421052631577,0.8553583018165022,0.4424538919534913,0.06764387900260647,0.07666575976448013,69.19,117839.55
AUT,Austria,0.24827792007559743,,0.37419066755972313,0.6769396551724141,0.25667259786476865,0.8578125553245602,0.00957424566859133,0.2737814226480588,0.5718750884646012,0.1168832813240611,0.2060950623566729,0.3216433716861353,0.45409259621732095,0.6391047913538628,0.5209689807831924,0.32071104546673046,0.7805913936866619,0.5684210526315787,0.7713667688916598,0.5504717320902278,0.023839621270198806,0.09483174980278251,90.12,94439.7
BEL,Belgium,0.3806231815582026,0.23888470233609643,0.48738557713775393,0.3594827586206897,0.40880782918149466,0.8735223303668147,0.02248174508897899,0.21090091310600986,0.5799381049757573,0.2774436429147005,0.22933827775141138,0.1664158855693132,0.5537775166588971,0.5846045347470495,0.28234554399451633,0.20253953116125858,0.8301344635759733,0.3657894736842099,0.916161222858329,0.3529512681359794,0.0295529911708525,0.09516369450361263,91.63,105559.02
CAN,Canada,0.42834406783875856,0.3074604370761115,0.12301853092208076,0.12586206896551727,1.0,0.8757963846765962,0.15207316214531302,0.14032736620184555,0.28361858619330077,0.09638763171777187,0.30405692481764124,0.5136908617130838,0.34789171879743575,0.5461183054462875,0.5488250312617995,0.3224759113878094,0.8343215361734408,0.6184210526315789,0.6984127112542302,0.5251843684616603,0.08954759997129579,0.08655631442020056,66.95,89277.1
CHE,Switzerland,0.2932385049610822,0.016514242652599848,0.2847171422192453,0.541554790948276,0.4588231694839857,0.731757439648606,0.009627261675901486,0.9433978540676211,0.5933443626211716,0.48688181904940864,0.15578732991627686,0.5273320339051902,0.11871045474657174,0.7134166022259356,0.9999999999999999,0.15287079389582714,0.46854355522859903,0.4578947368421046,0.1790462957640644,0.7203919112974144,0.029195240084602447,0.0021355098226937957,85.43,168231.92
COL,Colombia,0.49252729216919905,0.5666917859834212,0.7195802634516633,0.2200431034482759,0.23153914590747326,0.8923224747673952,,0.0,0.0,,0.6971844303108161,0.7560587229979068,0.0,0.3694002607108432,0.09206394392615486,0.6935567202668984,0.8029194269001957,0.09210526315789469,0.8386227253597414,0.627863150454998,0.03779794893919373,0.1458813910708547,18.92,15111.42
CRI,Costa Rica,0.21376171884713896,0.963074604370761,0.999330207635633,0.02543103448275863,0.03558718861209964,0.8998523667309901,,0.0012921573362683347,0.003507621711478781,,0.8434325007390897,0.49193892060977185,0.09333069331076138,0.23035232206426987,0.2359608818997752,0.43802770180137585,0.7987379174736912,0.05789473684210489,0.4874371269308465,0.7836269341811619,0.004296605145399229,0.036006717145798686,30.3,35858.55
CZE,Czechia,0.3625941859597642,0.0,0.18999776735878549,1.0,0.12121886120996439,0.8931804237106342,0.14962828202694844,0.034544778383948704,0.32845925014158633,0.03626119886407092,0.0,0.5793607570518662,0.3004043122527324,0.7137029747499416,0.14199308812278194,0.5451379722655303,0.8241633215300828,0.4421052631578942,0.5842541104913028,0.35122030437589496,0.020907386351092946,0.17721942625535145,56.88,42519.39
DEU,Germany,0.16947255862532018,,0.3619111408796606,0.6911637931034483,0.24933274021352303,0.858912688312206,0.04102971969335886,0.38297942039814026,0.5646428002329791,0.3700703852627026,0.05832076385410395,0.3011130059724475,0.4021001460147806,0.5130062062406322,0.6011529840021155,0.2425062440984251,0.7915952713258249,0.6105263157894733,0.6382469408091868,0.38672477017991835,0.22267797387939367,0.0723839551250078,80.48,85906.81
DNK,Denmark,0.3028871260537637,,0.5016744809109176,0.41724137931034483,0.36699288256227747,0.8605692950220768,0.10372056157191936,0.41322950526103175,0.5176743156246599,0.18102685252869688,0.1838960376693735,0.2619241829728557,0.47947068995066655,0.4767580425341012,0.6846915969117112,0.17692035723782001,0.7955308473738478,0.9131578947368417,0.8442492121329993,0.3314512239476984,0.016196617915985617,0.05935309319314701,96.97,122810.05
ESP,Spain,0.20132792877925046,0.41070082893745286,0.7751730296941282,0.04137931034482761,0.36632562277580066,0.8745923505567034,0.042669798872627715,0.03541196375068728,0.20474794931038343,0.34385565721214334,0.8468499270115618,0.24266556823719762,0.33723305726596164,0.3873651814709831,0.16001799677101944,0.2631686665913431,0.7997884608992765,0.5210526315789469,0.5112548714077917,0.5086497130980903,0.09043932205495792,0.07445624371029988,67.88,67468.6
EST,Estonia,0.12182627508517146,0.001507159005275066,0.2634516633177048,0.5096982758620691,0.3976868327402135,0.9219348410998829,0.9999999999999999,0.03462119589815327,0.2653349904248563,,0.22771396405552238,0.5054835738890258,0.256751724784737,0.7626490377029604,0.3538714333528649,0.7714105702470144,0.8602183776409711,0.6736842105263156,0.43839086957301593,0.31541150642512167,0.0014886200168499897,0.19405313395634993,52.41,40894.09
FIN,Finland,0.22855792902792632,,0.40120562625586065,0.466594827586207,0.44773131672597855,0.8700863047717989,0.07433119314453876,0.4199007688624726,0.5105876478430404,0.32935793842571987,0.33538305905855287,0.3022501584317516,0.41285665155648965,0.5844547616471237,0.7624260961221436,0.16522443367351658,0.8128187608556292,0.6421052631578941,0.79539136421163,0.18769111223849566,0.012692723191808017,0.060675100896475674,81.31,97199.9
FRA,France,0.2075945589734663,0.14393368500376788,0.47778521991515965,0.4310344827586208,0.36076512455516013,0.8557061762241265,0.039766275066022594,0.1875257744732422,0.3824554889279109,0.1724794556199643,0.39648838251583196,0.10837069209497874,0.4631181083574508,0.5827523589025853,0.24681258767986294,0.05902514765824418,0.7629842757363867,0.4684210526315784,0.852005694193195,0.17571607483198348,0.15564758466719641,0.049944478044149254,82.21,93040.92
GBR,United Kingdom,0.23676423047273268,0.39412207987942727,0.23621344050011164,0.13706896551724146,0.2993772241992882,0.857122832729805,0.06575896036879839,0.15833121565741387,0.4986781224478618,0.03290773531714539,0.1179177778581551,0.2929441911102426,0.3781095360960623,0.28397072701279025,0.2021244533836481,0.28881405062572807,0.7524456166210781,0.8236842105263152,0.9643697191879717,0.3373348591709633,0.15197905549927215,0.08858314186046047,69.49,97127.4
GRC,Greece,0.13815184144430906,0.21477015825169551,0.614422862246037,0.4137931034482759,0.22820284697508894,0.8769921222662649,,0.019265805070639574,0.2108204657964492,0.02656691845622866,1.0,0.5006020555545074,0.17467242755129447,0.0,0.1082134749001929,0.0,0.7689135070416788,0.0,0.1806333776453608,0.32247637906976023,0.014425255244630272,0.05145571827509521,49.45,55834.72
HUN,Hungary,0.0720662472334817,0.015825169555388097,0.3971868720696584,0.7338362068965518,0.17259786476868325,0.8976256500915376,,0.02258697160576484,0.24893289450589245,1.0,0.08910547110252318,0.4669802770788918,0.20624365497305913,0.7285108810664354,0.29936910713000275,0.8407552222647369,0.8373234988983674,0.2842105263157889,0.3501418589163926,0.47204417223647344,0.015054484823343997,0.19340306958574538,46.65,34157.92
IRL,Ireland,0.3399398204560714,0.005275056518462662,0.42956016968073224,0.30991379310344835,0.5240213523131672,1.0,0.17059283393329033,0.25499542605379605,0.1745106348530038,,0.21143209893917234,0.41633988154432233,1.0,1.0,0.5963139736521477,0.29643320337690093,1.0,0.6157894736842099,0.0,0.46252186675765156,0.022342233629491733,0.05720348156601867,139.12,176146.2
ISL,Iceland ,0.1876010245443016,,0.5099352534047779,0.3769396551724138,0.44817615658362986,0.8384486322088802,,0.14471078001855292,0.4198665735755521,0.13614840618936508,0.15175773958434638,0.48191670756103167,0.3855090702159546,0.4740475887145618,0.5319739247680946,0.5686945369584424,0.6951638155632363,0.5842105263157891,0.6557319463620949,0.5688210540427681,0.0,0.13326850315841046,67.43,100603.91
ISR,Israel,0.3276303682888618,0.22456669178598337,0.2641214556820719,0.6497844827586208,0.33919039145907476,0.9053426277515949,,0.42918118648141146,1.0,,0.12039293726254774,0.5581262248062215,0.29842093048409274,0.5561091692322185,0.30769735680221344,0.34524794820438215,0.8392510666672808,0.41842105263157825,0.7228157571107039,0.028336326663380484,0.017258086408933747,0.0244338794552683,60.81,97931.62
ITA,Italy,0.17076567279238056,0.17859834212509418,0.8868050904219691,0.35431034482758633,0.009119217081850484,0.8521264415845353,0.021605427765022153,0.1012924817088908,0.23048483893590066,0.06794042052009078,0.49824030402518477,0.23523259555537854,0.41358613986792414,0.3559173333249641,0.05184983521444858,0.09924397478707164,0.7392232668487579,0.2657894736842103,0.4071776800737805,0.33239837268939,0.1264135467459353,0.060444391002709895,74.36,83946.15
JPN,Japan,0.4221023052246785,,0.41538289796829647,0.39536637931034485,0.3499777580071174,0.8487612968663413,0.022452303256794384,0.8342791961076222,0.5878630594724134,0.49409681676338346,0.00993928732045618,0.5888628197692296,0.22733561098079957,0.6680920457325259,0.22382071663228892,0.137917709217661,0.7857357390431723,0.5315789473684207,0.3822131334774496,0.0,0.24562457640348062,0.0,53.74,69374.9
KOR,Korea,0.4298858578071768,0.17859834212509418,0.2728287564188435,0.29267241379310355,0.7164145907473308,0.8539849646343199,0.0013844805862128912,1.0,0.8808879350520025,0.4192890595736193,0.08299492483406687,0.8429525238664155,0.29721629710442204,0.9445786955514138,0.26490189105871054,0.4360743660964824,0.7800634997116087,0.8473684210526311,0.6695530990515131,1.0,0.10661860070669563,0.04753573516275972,49.59,63939.19
LTU,Lithuania,0.1343098003133315,0.04144687264506405,0.1810672025005582,0.6614224137931036,0.4515124555160142,0.8983188909936031,,0.022106695565247608,0.1469654827303294,0.017140449201222513,0.3042502883338055,0.4493533353783445,0.2498336597596641,0.4569039386951901,0.20449841228215537,0.9999999999999999,0.8410405931127739,0.7052631578947363,0.31818390198786917,0.4433011468318533,0.00440735448385432,0.20390607758742882,54.71,39171.9
LUX,Luxembourg,0.5541988909059259,0.06179351921627729,0.503460593882563,0.24612068965517248,0.5160142348754447,0.0,0.18014455125033785,0.7433503904628138,0.16263894718493152,,0.21754264061312828,1.0,0.7193656927562319,0.25565356095152975,0.8827400760407238,0.3302572072978092,0.0,0.08947368421052565,0.09799603488912079,0.7905485035036212,0.0026366645263068422,0.07005380663976543,166.08,223992.24
LVA,Latvia,0.0,0.007535795026375275,0.19781201160973438,0.6308189655172415,0.32584519572953735,0.896512500585778,,0.019445817264712367,0.07560901174081114,,0.33480295006244504,0.3686402574753955,0.17353474480785147,0.4928046442025042,0.0,0.7475025270785844,0.8178903328876284,0.6526315789473679,0.3653575547791761,0.3114939138529702,0.001990200631931463,0.17003943460056206,45.67,37200.92
MEX,Mexico,0.3483947977022356,0.9540316503391106,0.9890600580486715,0.07133620689655173,0.0,0.8780907171235053,0.0,0.0004227218171038438,0.3131224259460614,,0.08996689815422615,0.7160705392207825,0.044228055668278865,0.4718863362454222,0.33489119098666037,0.5390056718369383,0.7699307838951513,0.23421052631578881,0.42579673912153665,0.558821977384879,0.11920879270450138,0.16524043499620503,22.43,22685.08
NLD,Netherlands,0.3654788252555144,0.09721175584024114,0.49609287787452555,0.3637931034482759,0.41347864768683273,0.8143046251578362,0.06354882104842627,0.3327874327175202,0.38366512129550906,0.3775800085276443,0.13613334747133501,0.4299337956971786,0.44178611290606257,0.440745765587772,0.6300109200294506,0.24328442473367162,0.6273197715193422,0.4315789473684204,0.8548743888848611,0.41648872346319255,0.049408202058769564,0.1104536712186501,90.44,90982.26
NOR,Norway,1.0,0.02562170308967593,0.3931681178834561,0.35689655172413803,0.47175266903914587,0.8593276008931998,0.03814507593623205,0.21042691995862992,0.355667122313095,0.5826492321466286,0.11277410472220631,0.3310166358824535,0.5097613311678595,0.5622060323720995,0.7708403968535165,0.27506781283637183,0.772077748930399,0.7815789473684207,0.9950071896228891,0.44027710611394016,0.019105768222578326,0.08909191088297821,123.63,151960.51
NZL,New Zealand,0.5214234202869719,,0.41538289796829647,0.39536637931034485,0.3499777580071174,0.8691232293415546,0.22230404689166444,0.1094999857392937,0.22569303096144475,0.05218048593390909,0.11095641365703826,0.6973079566772193,0.2594995936153486,0.6015891711025206,0.6245139000727756,0.5283745978351424,0.745836594760973,0.9999999999999999,0.7562672522866284,0.4598316167742579,0.009528147208088186,0.09347640124936316,50.42,75521.47
POL,Poland,0.20418770049486484,0.05275056518462695,0.8555481134181736,0.22586206896551725,0.24199288256227758,0.8867775822626912,0.06471734769392465,0.028916767270884214,0.20554388788973021,0.04249271738745858,0.06296166868060571,0.4528230582769617,0.25132545969570963,0.27755284298219807,0.17440516679909096,0.7850187222528746,0.7816917119156197,0.4605263157894736,0.46136510732092834,0.5451724933900455,0.06335086498208921,0.17476702318792678,48.75,36468.51
PRT,Portugal,0.2796856737870838,0.37226827430293896,1.0,0.0769396551724138,0.13478647686832743,0.8937658901800941,0.18341877292055697,0.032525193524797685,0.248837076542267,0.08163233263629888,0.301852483538802,0.43569214247328736,0.2185572579596085,0.3411101916414008,0.4998700721901873,0.43767278893579115,0.8045212493398577,0.4499999999999998,0.6290750270745908,0.33471931699732016,0.016754630014818597,0.050835009233078474,54.42,49384.93
SVK,Slovak Republic,0.32399970158903835,0.007535795026375275,0.23174815807099797,0.9172413793103449,0.16325622775800708,0.8582652727776493,,0.014545160617633501,0.11183695710244435,0.03719649751576107,0.2747031631544465,0.2815646332418986,0.23521177892871747,0.3961488197975681,0.019073269946749793,0.663408934079174,0.7335318625681043,0.39999999999999963,0.39501372830421655,0.6246486303167675,0.0077316263071562225,0.14646306218621932,47.56,40990.73
SVN,Slovenia,0.1725561385621565,0.017332328560663135,0.2924759991069435,0.7019396551724139,0.31027580071174377,0.875031472796915,,0.06476827053635215,0.35074980723032745,0.24403215036206313,0.15697876273518396,0.41838536869495047,0.2674830950009325,0.38771009589136646,0.20215553020469848,0.4648410003900002,0.7791614789647249,0.4499999999999998,0.35861227597770196,0.3914511887987923,0.0031544776433259786,0.07846867117686852,60.14,56104.67
SWE,Sweden,0.2879665779722975,,0.37597678053136857,0.44094827586206903,0.5040035587188612,0.8908409819437534,0.0825910249553284,0.48449417041029696,0.6177394511428296,0.4547789212204415,0.36322851126851974,0.2991011267218109,0.4335803421149944,0.663281340159843,0.5915222910546876,0.2900341634703536,0.8857651344644157,0.7421052631578944,0.6808567327454605,0.21437801852672356,0.026816289068014337,0.08379125214219026,85.73,112880.4
TUR,TÃ¼rkiye,0.20122845845870738,1.0,0.973208305425318,0.0,0.07161921708185054,0.861072904675229,,0.021385770106193136,0.20638885481215533,0.040661871380173825,0.6996944664283109,0.0,0.26645815058379685,0.7984239485992355,0.44131007648312764,0.3302572072978092,0.7428351074272601,0.4289473684210521,0.8705657535687512,0.6623924450956559,0.11508800940208641,0.9999999999999998,40.18,38868.39
USA,United States,0.09171163554074555,0.013564431047475511,0.0,0.6937500000000003,0.6229982206405693,0.858963605994246,0.011492003089273103,0.33707090469920664,0.5930168882187541,0.2037268395700927,0.17368604148197836,0.47818187436849374,0.5695572938096889,0.4051657411343112,0.19417067393351675,0.37461165592706813,0.7451243553768024,0.8368421052631574,1.0,0.4426017267513263,1.0,0.1097145658289907,81.8,135490.37
